Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country,Customer_Name,Customer_Phone,Customer_Email,Customer_Address,Product_List_Title
417,2020-01-06 5:11:21,1076,555,4,144.2950788,980.9134866,,Partner,High,WH-3,Express,Backorder,Unsatisfied,FALSE,Damaged,Credit Card,TRUE,West,Canada,Customer 417,+1-948-130-2697,customer.417.51@example.com,"755 Park Ave, Phoenix, USA",Product 97
367,2020-01-08 22:16:13,1097,524,9,159.0573726,5943.900906,0.1,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,FALSE,Wrong Item,Credit Card,FALSE,East,Canada,Customer 367,+1-797-793-8108,customer.367.34@sample.com,"507 Main St, Houston, USA",Product 99
233,2020-01-05 13:11:21,1070,508,6,277.8227996,6757.282872,0.15,Reseller,Medium,WH-1,Overnight,Delivered,Unsatisfied,TRUE,Late,Credit Card,FALSE,North,Mexico,Customer 233,+1-733-608-8796,customer.233.76@sample.com,"671 Second St, New York, USA",Product 70
191,2020-01-05 23:34:03,1099,546,9,38.34378023,4743.788009,,Partner,Medium,WH-1,Regular,Pending,Satisfied,TRUE,Late,PayPal,FALSE,North,USA,Customer 191,+1-667-172-9201,customer.191.31@sample.com,"725 Second St, Houston, USA",Product 8
891,2020-01-06 22:29:11,1056,523,1,380.7977819,5013.353792,0.05,Direct,High,WH-2,Regular,Cancelled,Neutral,FALSE,Damaged,Wire Transfer,FALSE,West,Canada,Customer 891,+1-127-659-4236,customer.891.33@example.com,"482 Park Ave, New York, USA",Product 88
770,2020-01-05 17:17:50,1021,510,4,331.7974475,9438.361611,,Direct,Medium,WH-1,2-Day,Delivered,Neutral,TRUE,Late,Credit Card,FALSE,North,Canada,Customer 770,+1-149-843-8592,customer.770.4@example.com,"886 Third St, New York, USA",Product 45
387,2020-01-07 1:17:50,1036,515,2,379.5816472,7036.432792,0.1,Online,High,WH-1,Express,Backorder,Neutral,TRUE,Wrong Item,Credit Card,FALSE,South,Canada,Customer 387,+1-887-241-5885,customer.387.11@sample.com,"606 Fourth St, Los Angeles, USA",Product 95
641,2020-01-02 9:04:52,1099,549,9,,6980.821048,0.05,Direct,Low,WH-1,Express,Cancelled,Unsatisfied,FALSE,Damaged,Credit Card,TRUE,West,USA,Customer 641,+1-939-202-2164,customer.641.70@demo.com,"250 Park Ave, Phoenix, USA",Product 40
278,2020-01-02 0:12:58,1020,542,6,184.9443785,5034.828782,0.2,Partner,Low,WH-1,Regular,Pending,Satisfied,FALSE,Late,Cash,TRUE,North,Mexico,Customer 278,+1-947-594-3025,customer.278.41@demo.com,"640 Fourth St, Los Angeles, USA",Product 84
649,2020-01-02 23:21:05,1096,535,9,160.8199575,7657.985051,,Partner,Low,WH-3,Overnight,Backorder,Satisfied,FALSE,Damaged,Cash,TRUE,South,Mexico,Customer 649,+1-493-921-4569,customer.649.29@demo.com,"670 Fourth St, Los Angeles, USA",Product 63
599,2020-01-06 21:50:16,1046,548,2,191.8453398,3755.943792,0.1,Reseller,High,WH-1,Overnight,Delivered,Unsatisfied,FALSE,Late,Credit Card,TRUE,West,Canada,Customer 599,+1-463-466-2658,customer.599.44@example.com,"9 Park Ave, Los Angeles, USA",Product 99
516,2020-01-08 1:30:49,1026,520,1,47.71993886,881.3191613,,Reseller,Low,WH-3,Express,Delivered,Neutral,FALSE,Damaged,PayPal,FALSE,West,Mexico,Customer 516,+1-947-615-3413,customer.516.6@demo.com,"721 Park Ave, Los Angeles, USA",Product 11
871,2020-01-03 6:16:13,1018,521,4,,6869.126171,0.2,Partner,High,WH-2,Overnight,Pending,Unsatisfied,TRUE,Damaged,Credit Card,TRUE,West,USA,Customer 871,+1-390-268-7586,customer.871.19@sample.com,"185 Third St, New York, USA",Product 57
46,2020-01-09 18:48:39,1062,531,9,344.4824384,7743.246107,0.2,Partner,High,WH-3,Overnight,Pending,Unsatisfied,FALSE,Wrong Item,Wire Transfer,TRUE,East,Canada,Customer 46,+1-487-321-1989,customer.46.98@sample.com,"522 Park Ave, Los Angeles, USA",Product 54
481,2020-01-02 14:55:08,1053,537,5,345.8675028,6887.646511,0.05,Direct,Critical,WH-3,2-Day,Delivered,Neutral,TRUE,Damaged,PayPal,FALSE,West,USA,Customer 481,+1-128-201-1615,customer.481.48@sample.com,"634 Fourth St, Houston, USA",Product 71
671,2020-01-07 19:40:32,1100,534,8,97.83409531,5671.276433,,Reseller,Low,WH-2,Overnight,Pending,Unsatisfied,FALSE,Not Specified,Wire Transfer,TRUE,West,Mexico,Customer 671,+1-883-343-7369,customer.671.44@sample.com,"226 Third St, Houston, USA",Product 45
744,2020-01-04 9:04:52,1025,542,3,47.09286638,6154.682461,0.05,Direct,High,WH-3,Regular,Pending,Satisfied,TRUE,Not Specified,Credit Card,TRUE,North,Mexico,Customer 744,+1-563-455-7993,customer.744.48@sample.com,"27 Main St, Phoenix, USA",Product 7
375,2020-01-02 10:22:42,1006,524,8,373.5292002,7419.523116,0.05,Direct,Critical,WH-2,Regular,Backorder,Neutral,FALSE,Late,Credit Card,TRUE,North,Mexico,Customer 375,+1-835-279-8349,customer.375.58@sample.com,"215 Main St, Houston, USA",Product 84
717,2020-01-01 2:22:42,1054,528,8,202.0110929,3869.921289,0.1,Partner,High,WH-3,Regular,Pending,Satisfied,TRUE,Not Specified,Credit Card,FALSE,West,USA,Customer 717,+1-925-588-8548,customer.717.83@sample.com,"784 Second St, Los Angeles, USA",Product 8
136,2020-01-05 16:25:57,1005,544,1,38.46505652,4107.639468,0.15,Partner,High,WH-2,Regular,Backorder,Neutral,TRUE,Not Specified,Wire Transfer,TRUE,West,USA,Customer 136,+1-296-124-1713,customer.136.62@sample.com,"378 Fourth St, Los Angeles, USA",Product 80
166,2020-01-08 5:50:16,1036,516,8,,3135.914457,0.1,Online,Low,WH-2,Express,Delivered,Unsatisfied,TRUE,Not Specified,Credit Card,FALSE,East,Canada,Customer 166,+1-146-441-8409,customer.166.17@demo.com,"130 Fourth St, Phoenix, USA",Product 86
651,2020-01-01 9:56:45,1081,546,7,476.8793583,,0.15,Reseller,High,WH-2,Regular,Pending,Satisfied,TRUE,Damaged,Wire Transfer,TRUE,East,Canada,Customer 651,+1-151-114-4395,customer.651.72@example.com,"679 Second St, New York, USA",Product 26
779,2020-01-06 8:38:55,1012,526,3,278.7253899,6016.129646,0.05,Reseller,Critical,WH-3,2-Day,Backorder,Satisfied,FALSE,Late,Wire Transfer,TRUE,North,Canada,Customer 779,+1-222-424-8848,customer.779.96@sample.com,"668 Main St, Chicago, USA",Product 55
902,2020-01-02 16:51:54,1004,531,3,497.8592437,4293.659512,0.15,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,TRUE,,PayPal,TRUE,North,Mexico,Customer 902,+1-255-592-9077,customer.902.21@sample.com,"844 Park Ave, Chicago, USA",Product 56
228,2020-01-04 1:17:50,1070,525,6,343.013963,1607.539208,0.2,Partner,Low,WH-2,2-Day,Delivered,Neutral,TRUE,Not Specified,Credit Card,FALSE,South,USA,Customer 228,+1-985-266-8915,customer.228.51@example.com,"238 Third St, New York, USA",Product 90
34,2020-01-03 19:40:32,1074,529,6,323.8332607,4028.938995,0.15,Reseller,Low,WH-1,2-Day,Backorder,Unsatisfied,TRUE,Not Specified,Wire Transfer,TRUE,South,Canada,Customer 34,+1-590-575-8430,customer.34.53@sample.com,"174 Second St, Los Angeles, USA",Product 7
612,2020-01-02 3:14:36,1007,538,6,,3887.663672,0.1,Direct,High,WH-2,Regular,Cancelled,Neutral,TRUE,Not Specified,Cash,TRUE,South,Canada,Customer 612,+1-353-498-3172,customer.612.65@sample.com,"529 Second St, Houston, USA",Product 77
234,2020-01-04 3:01:37,1070,511,3,222.0798411,9349.771686,,Reseller,High,WH-1,Express,Cancelled,Satisfied,FALSE,Not Specified,Cash,TRUE,West,Mexico,Customer 234,+1-195-845-9770,customer.234.55@demo.com,"522 Third St, Los Angeles, USA",Product 8
50,2020-01-07 4:19:28,1092,545,3,,2167.17046,,Online,Critical,WH-2,Regular,Delivered,Unsatisfied,TRUE,Late,Wire Transfer,FALSE,West,Mexico,Customer 50,+1-820-771-8159,customer.50.82@example.com,"917 Main St, New York, USA",Product 61
8,2020-01-01 4:19:28,1085,536,4,42.34482363,5852.379463,0.05,Partner,Medium,WH-3,Regular,Backorder,Satisfied,TRUE,Damaged,Cash,FALSE,West,Canada,Customer 8,+1-732-418-8559,customer.8.54@example.com,"599 Fourth St, Los Angeles, USA",Product 31
330,2020-01-06 22:29:11,1064,546,5,473.7636914,2226.899239,0.15,Partner,Medium,WH-2,2-Day,Backorder,Unsatisfied,TRUE,,Cash,FALSE,West,Mexico,Customer 330,+1-864-296-9833,customer.330.49@demo.com,"733 Fourth St, New York, USA",Product 60
822,2020-01-09 9:56:45,1040,525,8,139.3903725,,0.2,Online,Critical,WH-2,2-Day,Pending,Satisfied,TRUE,Wrong Item,PayPal,FALSE,North,USA,Customer 822,+1-805-721-3113,customer.822.39@example.com,"786 Second St, New York, USA",Product 6
804,2020-01-08 23:08:06,1082,533,7,361.0345849,3854.477445,0.05,Online,Low,WH-3,Overnight,Cancelled,Satisfied,FALSE,Not Specified,PayPal,FALSE,East,Canada,Customer 804,+1-773-703-7143,customer.804.74@demo.com,"358 Park Ave, Los Angeles, USA",Product 7
875,2020-01-08 21:11:21,1048,550,4,163.2612147,4446.708506,0.05,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,TRUE,Wrong Item,Wire Transfer,TRUE,West,Canada,Customer 875,+1-495-388-2235,customer.875.23@example.com,"470 Main St, Phoenix, USA",Product 76
932,2020-01-04 14:42:10,1003,501,9,352.8233891,3876.673705,0.05,Partner,Medium,WH-3,2-Day,Delivered,Neutral,FALSE,,Credit Card,FALSE,South,USA,Customer 932,+1-807-302-5142,customer.932.26@demo.com,"993 Fourth St, New York, USA",Product 70
336,2020-01-09 16:00:00,1011,553,6,110.2932534,8853.637049,0.2,Partner,Low,WH-1,Express,Pending,Neutral,TRUE,Damaged,PayPal,TRUE,North,USA,Customer 336,+1-526-586-7347,customer.336.80@sample.com,"37 Third St, Phoenix, USA",Product 23
881,2020-01-05 18:35:41,1049,522,9,383.528286,,0.2,Partner,Low,WH-2,Regular,Pending,Neutral,FALSE,Damaged,Wire Transfer,FALSE,North,USA,Customer 881,+1-431-747-1862,customer.881.52@example.com,"540 Third St, Phoenix, USA",Product 2
322,2020-01-06 11:27:34,1075,512,1,294.9949236,2925.695551,,Reseller,Medium,WH-2,2-Day,Delivered,Neutral,FALSE,Damaged,Credit Card,TRUE,North,Canada,Customer 322,+1-961-798-7940,customer.322.9@sample.com,"458 Third St, Los Angeles, USA",Product 9
980,2020-01-05 3:27:34,1062,552,9,239.8625334,5982.612283,0.2,Online,Critical,WH-2,Regular,Cancelled,Satisfied,TRUE,Damaged,Cash,TRUE,South,Mexico,Customer 980,+1-543-780-8216,customer.980.76@example.com,"542 Second St, Chicago, USA",Product 1
374,2020-01-01 7:47:02,1070,560,7,334.893124,4253.975326,0.1,Reseller,High,WH-1,Regular,Cancelled,Unsatisfied,FALSE,Damaged,Cash,TRUE,West,USA,Customer 374,+1-851-236-5862,customer.374.50@example.com,"492 Park Ave, Houston, USA",Product 82
54,2020-01-06 2:22:42,1026,519,7,389.9196137,6625.079861,0.05,Online,Low,WH-1,Express,Pending,Neutral,FALSE,Wrong Item,Cash,FALSE,East,Canada,Customer 54,+1-464-770-4865,customer.54.13@demo.com,"804 Park Ave, Houston, USA",Product 63
997,2020-01-08 9:56:45,1097,516,8,340.257162,1274.961793,0.1,Direct,Critical,WH-3,Express,Delivered,Neutral,TRUE,Late,PayPal,FALSE,South,Canada,Customer 997,+1-559-227-1716,customer.997.48@example.com,"646 Main St, Houston, USA",Product 96
169,2020-01-08 20:19:28,1099,560,2,388.8395182,597.7027114,0.05,Reseller,Low,WH-1,Overnight,Pending,Neutral,FALSE,Late,Credit Card,TRUE,North,Canada,Customer 169,+1-913-160-3211,customer.169.50@sample.com,"87 Third St, New York, USA",Product 17
427,2020-01-02 17:56:45,1069,556,7,474.0744269,6089.346099,0.05,Online,High,WH-3,2-Day,Delivered,Unsatisfied,TRUE,Late,Wire Transfer,FALSE,South,Canada,Customer 427,+1-620-133-5323,customer.427.12@example.com,"498 Second St, Chicago, USA",Product 42
801,2020-01-05 13:11:21,1059,535,5,319.8717489,,0.2,Direct,Critical,WH-1,Overnight,Backorder,Unsatisfied,TRUE,Late,Wire Transfer,FALSE,West,USA,Customer 801,+1-854-646-4405,customer.801.8@sample.com,"642 Main St, New York, USA",Product 93
592,2020-01-06 21:37:18,1008,502,9,276.6844434,6520.260198,0.05,Online,Medium,WH-1,Express,Delivered,Satisfied,FALSE,Damaged,PayPal,FALSE,North,Mexico,Customer 592,+1-641-491-3279,customer.592.37@sample.com,"781 Main St, Los Angeles, USA",Product 38
764,2020-01-02 16:51:54,1062,522,1,181.7550618,1261.77419,0.1,Reseller,Medium,WH-2,2-Day,Pending,Unsatisfied,FALSE,Wrong Item,PayPal,FALSE,North,Mexico,Customer 764,+1-407-543-3473,customer.764.39@example.com,"638 Third St, Los Angeles, USA",Product 6
853,2020-01-01 6:03:15,1093,503,1,451.4708389,9486.723454,0.1,Partner,Medium,WH-1,Regular,Delivered,Unsatisfied,FALSE,Not Specified,PayPal,FALSE,West,USA,Customer 853,+1-847-925-2586,customer.853.89@example.com,"88 Park Ave, Chicago, USA",Product 99
211,2020-01-05 17:17:50,1018,524,5,,3481.841727,0.05,Online,High,WH-2,2-Day,Cancelled,Satisfied,FALSE,Damaged,Credit Card,FALSE,East,USA,Customer 211,+1-484-982-1064,customer.211.80@sample.com,"946 Third St, Phoenix, USA",Product 12
493,2020-01-03 7:08:06,1038,520,8,146.1478603,1983.914325,,Online,Low,WH-3,Express,Delivered,Satisfied,TRUE,Not Specified,Credit Card,FALSE,South,Canada,Customer 493,+1-729-976-2630,customer.493.68@demo.com,"815 Second St, Phoenix, USA",Product 33
930,2020-01-05 18:48:39,1017,556,8,391.7602673,9919.56137,0.05,Partner,Low,WH-3,Regular,Pending,Neutral,FALSE,Not Specified,Wire Transfer,TRUE,East,Canada,Customer 930,+1-801-262-3640,customer.930.18@sample.com,"804 Fourth St, Phoenix, USA",Product 10
916,2020-01-07 1:04:52,1005,508,1,348.5331485,1829.880079,,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,FALSE,Late,Wire Transfer,FALSE,South,Canada,Customer 916,+1-654-553-1662,customer.916.33@example.com,"657 Main St, Phoenix, USA",Product 19
701,2020-01-05 21:37:18,1002,515,6,275.0434519,7684.411019,0.05,Partner,Low,WH-1,Express,Backorder,Unsatisfied,TRUE,Wrong Item,Wire Transfer,FALSE,South,USA,Customer 701,+1-325-284-4011,customer.701.52@sample.com,"337 Third St, New York, USA",Product 92
88,2020-01-06 1:17:50,1052,514,1,199.9479147,,0.15,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,FALSE,Late,Credit Card,TRUE,East,USA,Customer 88,+1-804-498-6465,customer.88.83@sample.com,"495 Park Ave, Chicago, USA",Product 52
937,2020-01-02 6:42:10,1073,506,4,249.36286,6140.916003,,Online,Low,WH-1,Express,Cancelled,Satisfied,FALSE,Wrong Item,Cash,FALSE,West,Mexico,Customer 937,+1-835-362-2449,customer.937.86@sample.com,"387 Main St, Phoenix, USA",Product 73
364,2020-01-04 2:35:41,1097,521,9,36.7708658,5098.195439,,Online,Critical,WH-1,Regular,Backorder,Neutral,TRUE,Not Specified,PayPal,FALSE,South,Canada,Customer 364,+1-544-186-9116,customer.364.83@example.com,"38 Second St, Houston, USA",Product 50
885,2020-01-02 13:11:21,1059,544,5,,2750.777942,0.1,Online,Low,WH-2,Regular,Cancelled,Neutral,TRUE,Late,PayPal,FALSE,West,USA,Customer 885,+1-704-232-2162,customer.885.69@example.com,"69 Third St, Phoenix, USA",Product 72
462,2020-01-02 17:17:50,1011,530,4,316.1883088,1962.049095,0.15,Reseller,High,WH-2,Express,Pending,Satisfied,FALSE,Late,Wire Transfer,FALSE,North,USA,Customer 462,+1-151-228-6254,customer.462.3@demo.com,"975 Second St, New York, USA",Product 18
301,2020-01-07 9:17:50,1040,547,2,460.0289518,5018.163822,0.15,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,FALSE,Damaged,Cash,TRUE,South,Canada,Customer 301,+1-891-187-2649,customer.301.25@sample.com,"795 Second St, Chicago, USA",Product 78
886,2020-01-06 20:58:23,1037,502,7,316.0608836,1421.173874,,Online,Medium,WH-3,Regular,Cancelled,Satisfied,TRUE,,Wire Transfer,FALSE,West,Canada,Customer 886,+1-768-592-1846,customer.886.11@sample.com,"758 Fourth St, Chicago, USA",Product 11
528,2020-01-08 19:14:36,1061,531,4,341.2528811,8545.428632,0.2,Partner,High,WH-1,Express,Cancelled,Satisfied,TRUE,Late,Cash,FALSE,West,Mexico,Customer 528,+1-301-219-8979,customer.528.24@example.com,"995 Park Ave, Phoenix, USA",Product 78
569,2020-01-08 12:58:23,1083,526,8,322.467241,5857.235884,0.1,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,TRUE,Not Specified,Cash,TRUE,West,USA,Customer 569,+1-113-958-3293,customer.569.27@demo.com,"564 Main St, Phoenix, USA",Product 37
787,2020-01-06 12:06:29,1016,560,4,78.75901391,1318.255321,0.2,Online,High,WH-2,Regular,Backorder,Unsatisfied,TRUE,Wrong Item,PayPal,FALSE,South,USA,Customer 787,+1-568-209-7496,customer.787.40@demo.com,"524 Fourth St, Los Angeles, USA",Product 25
762,2020-01-06 23:21:05,1047,554,2,167.3694548,6072.927224,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,TRUE,Damaged,PayPal,TRUE,South,Mexico,Customer 762,+1-429-969-5858,customer.762.21@demo.com,"451 Main St, Los Angeles, USA",Product 92
120,2020-01-08 21:50:16,1008,515,2,441.2768016,5262.118624,0.15,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,TRUE,,Wire Transfer,FALSE,North,Mexico,Customer 120,+1-214-150-6488,customer.120.92@example.com,"796 Third St, New York, USA",Product 49
614,2020-01-09 4:06:29,1023,506,6,328.167939,622.525963,,Direct,High,WH-3,2-Day,Pending,Unsatisfied,FALSE,,Wire Transfer,TRUE,North,Canada,Customer 614,+1-661-704-3939,customer.614.58@sample.com,"542 Third St, Chicago, USA",Product 20
938,2020-01-04 17:30:49,1068,522,6,206.9247279,5968.137572,0.15,Direct,Low,WH-1,Regular,Cancelled,Neutral,TRUE,Not Specified,Credit Card,FALSE,South,Mexico,Customer 938,+1-265-791-9619,customer.938.79@sample.com,"358 Third St, Houston, USA",Product 20
460,2020-01-05 15:21:05,1041,510,5,400.3738846,8151.607128,0.05,Partner,High,WH-3,Regular,Delivered,Neutral,FALSE,Damaged,Cash,TRUE,West,Mexico,Customer 460,+1-680-920-9315,customer.460.60@demo.com,"930 Main St, Phoenix, USA",Product 74
217,2020-01-08 3:53:31,1083,521,6,356.7834616,,0.15,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,TRUE,,Credit Card,FALSE,East,USA,Customer 217,+1-562-685-5470,customer.217.51@demo.com,"723 Park Ave, Phoenix, USA",Product 78
10,2020-01-02 2:09:44,1063,538,9,64.38906841,1802.910637,0.05,Online,High,WH-3,Regular,Backorder,Unsatisfied,TRUE,Not Specified,Wire Transfer,FALSE,South,Mexico,Customer 10,+1-387-912-7521,customer.10.74@demo.com,"443 Fourth St, Phoenix, USA",Product 23
51,2020-01-09 14:55:08,1095,535,5,280.725474,5893.40952,,Partner,Low,WH-1,Express,Cancelled,Satisfied,FALSE,Not Specified,Credit Card,TRUE,South,Canada,Customer 51,+1-507-618-1268,customer.51.59@example.com,"440 Main St, Phoenix, USA",Product 59
688,2020-01-07 19:53:31,1098,521,7,118.9570393,2304.393296,,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,TRUE,Late,PayPal,TRUE,North,Canada,Customer 688,+1-443-596-4484,customer.688.28@demo.com,"233 Second St, Chicago, USA",Product 11
243,2020-01-06 16:38:55,1055,532,3,428.3546116,8109.316654,0.05,Reseller,Critical,WH-3,Regular,Delivered,Neutral,FALSE,Damaged,Credit Card,FALSE,South,USA,Customer 243,+1-408-477-9327,customer.243.94@sample.com,"849 Third St, Los Angeles, USA",Product 18
961,2020-01-07 1:56:45,1079,557,1,498.646571,3237.752997,0.2,Online,Low,WH-2,Regular,Cancelled,Satisfied,TRUE,,Credit Card,FALSE,East,Mexico,Customer 961,+1-926-340-5318,customer.961.33@sample.com,"973 Fourth St, Los Angeles, USA",Product 47
265,2020-01-05 5:50:16,1075,552,3,381.0820015,4596.721763,0.05,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,TRUE,,PayPal,FALSE,West,Canada,Customer 265,+1-196-246-8349,customer.265.28@demo.com,"351 Second St, Houston, USA",Product 72
525,2020-01-07 3:14:36,1086,529,9,17.40423527,1696.574366,0.05,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,TRUE,Wrong Item,Credit Card,TRUE,West,USA,Customer 525,+1-614-306-1947,customer.525.44@demo.com,"371 Park Ave, Los Angeles, USA",Product 81
967,2020-01-05 20:32:26,1018,523,5,425.220086,6055.864207,0.15,Partner,Low,WH-3,Overnight,Delivered,Neutral,TRUE,Late,Credit Card,FALSE,North,Canada,Customer 967,+1-367-225-4749,customer.967.96@sample.com,"716 Third St, Chicago, USA",Product 52
245,2020-01-09 18:09:44,1003,516,4,480.707218,5980.145121,0.1,Direct,Critical,WH-1,Express,Pending,Neutral,TRUE,Late,Credit Card,FALSE,East,USA,Customer 245,+1-913-641-5221,customer.245.88@sample.com,"880 Third St, Los Angeles, USA",Product 41
346,2020-01-06 18:09:44,1026,537,4,210.6119152,6536.43639,0.2,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,FALSE,Damaged,Wire Transfer,FALSE,South,USA,Customer 346,+1-862-232-7755,customer.346.24@example.com,"4 Fourth St, Phoenix, USA",Product 39
390,2020-01-06 6:42:10,1057,506,6,333.8969846,2221.241151,,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,FALSE,Wrong Item,Wire Transfer,TRUE,South,USA,Customer 390,+1-619-697-8512,customer.390.49@sample.com,"839 Third St, Houston, USA",Product 41
133,2020-01-01 13:50:16,1051,527,8,446.2053513,6279.03525,0.2,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,TRUE,Damaged,Cash,TRUE,West,USA,Customer 133,+1-216-557-3021,customer.133.4@example.com,"144 Second St, Los Angeles, USA",Product 1
159,2020-01-09 8:51:54,1056,549,5,265.4350634,6308.904307,,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,TRUE,Not Specified,Cash,FALSE,North,Mexico,Customer 159,+1-548-230-8512,customer.159.18@demo.com,"50 Third St, New York, USA",Product 27
378,2020-01-01 21:11:21,1051,551,6,158.4361438,8151.585409,0.15,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,FALSE,Wrong Item,PayPal,TRUE,South,USA,Customer 378,+1-270-683-5786,customer.378.54@sample.com,"666 Park Ave, Houston, USA",Product 47
458,2020-01-08 8:12:58,1078,510,8,436.9928768,2032.989905,0.15,Partner,Low,WH-2,Overnight,Cancelled,Neutral,FALSE,Not Specified,PayPal,TRUE,West,USA,Customer 458,+1-837-459-5864,customer.458.57@sample.com,"906 Second St, New York, USA",Product 1
653,2020-01-07 17:56:45,1009,510,3,183.6682249,6382.140986,,Online,Critical,WH-3,Regular,Backorder,Neutral,TRUE,Late,Cash,TRUE,West,USA,Customer 653,+1-795-971-9198,customer.653.25@demo.com,"894 Park Ave, Los Angeles, USA",Product 59
831,2020-01-08 14:03:15,1025,539,5,139.6711632,985.9269534,0.05,Direct,Medium,WH-1,Regular,Backorder,Satisfied,FALSE,Late,Cash,FALSE,North,Canada,Customer 831,+1-199-989-3623,customer.831.50@sample.com,"599 Second St, New York, USA",Product 62
